audit_cell,dataset,fg_fraction,horizontal_line_fraction,horizontal_line_width_fraction,image_path,merge_context,naive_removal,notes,pred,ruling_line,sample_id,sample_validity,split,stratum,target,text,transcription
none,school_notebooks_clean,0.24455758426966293,0.8571428571428571,0.7078651685393258,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0000524.png,invalid_not_mergeable,not_applicable,,,none,school_notebooks_train_0000524,unreadable,train,short_text_line_candidate,п.,п.,match
binary_issue,school_notebooks_clean,0.4031559405940594,0.5855717574827322,0.905940594059406,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0277484.png,no,not_applicable,binary issue,,none,school_notebooks_val_0277484,valid,val,foreground_heavy,хотел,хотел,match
binary_issue,school_notebooks_clean,0.35478583916083917,0.29196181090237144,0.8741258741258742,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0194158.png,no,not_applicable,binary issue,,none,school_notebooks_train_0194158,valid,train,foreground_heavy,письмен-,письмен-,match
binary_issue,school_notebooks_clean,0.365478515625,0.4696058784235137,0.703125,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0269962.png,no,not_applicable,binary issue,,none,school_notebooks_val_0269962,valid,val,foreground_heavy,из,из,match
detector_false_positive,school_notebooks_clean,0.09772135416666666,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0051329.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0051329,valid,train,line_none,домашняя,домашняя,match
none,school_notebooks_clean,0.112060546875,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0311459.png,no,not_applicable,,,none,school_notebooks_test_0311459,valid,test,line_none,эту,эту,match
intersects_handwriting,school_notebooks_clean,0.15321386255924171,0.04059932334461092,0.3981042654028436,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0075627.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0075627,valid,train,line_low,вершка.,вершка.,match
binary_issue,school_notebooks_clean,0.2778159340659341,0.24721878862793573,0.6153846153846154,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0285134.png,no,not_applicable,binary issue,,none,school_notebooks_val_0285134,valid,val,short_text_line_candidate,ск,ск,match
binary_issue,school_notebooks_clean,0.20147727272727273,0.23575860124083475,0.96,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0221799.png,no,improves,binary issue,,intersects_handwriting,school_notebooks_train_0221799,valid,train,line_medium,домашняя,домашняя,match
binary_issue,school_notebooks_clean,0.319377990430622,0.36680711610486894,0.9234449760765551,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0294186.png,no,not_applicable,binary issue,,none,school_notebooks_val_0294186,valid,val,line_high,взгляд,взгляд,match
binary_issue,school_notebooks_clean,0.37076518691588783,0.5769988184324537,0.897196261682243,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0154204.png,no,not_applicable,binary issue,,none,school_notebooks_train_0154204,valid,train,foreground_heavy,"минут,","минут,",match
binary_issue,school_notebooks_clean,0.4189453125,0.7674825174825175,0.78125,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0240981.png,no,not_applicable,binary issue,,none,school_notebooks_train_0240981,valid,train,foreground_heavy,не,не,match
binary_issue,school_notebooks_clean,0.3072916666666667,0.2751412429378531,0.7666666666666667,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0321907.png,no,not_applicable,binary issue,,detector_false_positive,school_notebooks_test_0321907,valid,test,short_text_line_candidate,не,не,match
binary_issue,school_notebooks_clean,0.35708841463414637,0.23932764140875135,0.9146341463414634,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0225651.png,no,not_applicable,binary issue,,none,school_notebooks_train_0225651,valid,train,foreground_heavy,уйти,уйти,match
none,school_notebooks_clean,0.22274436090225563,0.03270042194092827,0.46616541353383456,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0287379.png,no,partial_improvement,,,none,school_notebooks_val_0287379,valid,val,short_text_no_line,на,на,match
detector_false_positive,school_notebooks_clean,0.15899332061068702,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0232968.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0232968,unreadable,train,line_none,сущ.,сущ.,match
intersects_handwriting,school_notebooks_clean,0.1522049492385787,0.327774882751433,0.817258883248731,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0309540.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_test_0309540,valid,test,line_high,упражнение,упражнение,match
binary_issue,school_notebooks_clean,0.4620752427184466,0.8946158896913986,0.8446601941747572,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0240148.png,no,not_applicable,binary issue,,none,school_notebooks_train_0240148,valid,train,foreground_heavy,1-е,1-е,match
intersects_handwriting,school_notebooks_clean,0.21376953125,0.29419826404751026,0.86875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0177539.png,no,improves,,,intersects_handwriting,school_notebooks_train_0177539,valid,train,line_medium,607-,607-,match
binary_issue,school_notebooks_clean,0.2671875,0.34964604493690365,0.8631578947368421,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0136744.png,no,not_applicable,binary issue,,none,school_notebooks_train_0136744,valid,train,line_high,день,день,match
intersects_handwriting,school_notebooks_clean,0.1327509842519685,0.22613531047265986,0.7244094488188977,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0228056.png,no,improves,,,intersects_handwriting,school_notebooks_train_0228056,valid,train,line_medium,тот,тот,match
detector_false_positive,school_notebooks_clean,0.10027472527472528,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0301218.png,no,not_applicable,,,detector_false_positive,school_notebooks_test_0301218,valid,test,short_text_no_line,гл,гл,match
binary_issue,school_notebooks_clean,0.21961805555555555,0.02766798418972332,0.3888888888888889,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0316345.png,no,partial_improvement,binary issue,,present_not_intersecting,school_notebooks_test_0316345,valid,test,line_low,ед ч.),ед ч.),match
binary_issue,school_notebooks_clean,0.26532101167315175,0.02153987167736022,0.3657587548638132,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0283604.png,no,not_applicable,binary issue,,none,school_notebooks_val_0283604,valid,val,line_low,"часики,","часики,",match
detector_false_positive,school_notebooks_clean,0.0907451923076923,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0033622.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0033622,valid,train,line_none,вкусной,вкусной,match
intersects_handwriting,school_notebooks_clean,0.11095505617977527,0.40348101265822783,0.8426966292134831,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0296174.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_val_0296174,valid,val,line_high,"ся"",","ся"",",match
detector_false_positive,school_notebooks_clean,0.09141002415458938,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0203677.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0203677,valid,train,line_none,тые,тые,match
detector_false_positive,school_notebooks_clean,0.10879934210526315,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0296874.png,no,not_applicable,,,detector_false_positive,school_notebooks_test_0296874,valid,test,short_text_no_line,на,на,match
present_not_intersecting,school_notebooks_clean,0.17263349514563106,0.15641476274165203,0.6699029126213593,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0125344.png,no,partial_improvement,,,present_not_intersecting,school_notebooks_train_0125344,valid,train,short_text_line_candidate,но,но,match
binary_issue,school_notebooks_clean,0.25394144144144143,0.3697339246119734,0.8558558558558559,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0269654.png,no,not_applicable,binary issue,,none,school_notebooks_val_0269654,valid,val,line_high,его,его,match
binary_issue,school_notebooks_clean,0.6080545774647887,0.9952949692363373,0.8309859154929577,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0300946.png,no,not_applicable,binary issue,,none,school_notebooks_test_0300946,valid,test,foreground_heavy,12,12,match
binary_issue,school_notebooks_clean,0.06439393939393939,0.34191176470588236,0.8333333333333334,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006662.png,no,improves,binary issue,,intersects_handwriting,school_notebooks_train_0006662,valid,train,line_high,4/5.,4/5.,match
detector_false_positive,school_notebooks_clean,0.2216796875,0.4052863436123348,0.7,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0200886.png,no,damages_handwriting,,,detector_false_positive,school_notebooks_train_0200886,valid,train,short_text_line_candidate,п.,п.,match
binary_issue,school_notebooks_clean,0.30885416666666665,0.6520517144463182,0.9,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0318445.png,no,not_applicable,binary issue,,none,school_notebooks_test_0318445,valid,test,line_high,бумаге,бумаге,match
present_not_intersecting,school_notebooks_clean,0.16901881720430106,0.24652087475149106,0.8494623655913979,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0239820.png,no,improves,,,present_not_intersecting,school_notebooks_train_0239820,valid,train,short_text_line_candidate,не,не,match
intersects_handwriting,school_notebooks_clean,0.21044921875,0.03789636504253674,0.5104166666666666,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0249164.png,no,improves,,,intersects_handwriting,school_notebooks_train_0249164,valid,train,line_low,т.п.,т.п.,match
binary_issue,school_notebooks_clean,0.3603414948453608,0.31247206079570855,0.8247422680412371,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0272052.png,no,not_applicable,binary issue,,none,school_notebooks_val_0272052,valid,val,foreground_heavy,на,на,match
binary_issue,school_notebooks_clean,0.5063189338235294,0.9387338325391422,0.9264705882352942,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0011503.png,no,not_applicable,binary issue,,none,school_notebooks_train_0011503,valid,train,foreground_heavy,работа,работа,match
binary_issue,school_notebooks_clean,0.34816576086956524,0.5795121951219512,0.8913043478260869,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0312235.png,no,not_applicable,binary issue,,none,school_notebooks_test_0312235,valid,test,line_high,дожили,дожили,match
intersects_handwriting,school_notebooks_clean,0.1620501893939394,0.07962016070124178,0.5909090909090909,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0117544.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0117544,valid,train,line_low,"дверям,","дверям,",match
present_not_intersecting,school_notebooks_clean,0.1421875,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0005513.png,no,no_effect,,,present_not_intersecting,school_notebooks_train_0005513,valid,train,short_text_no_line,на,на,match
detector_false_positive,school_notebooks_clean,0.18229166666666666,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0282952.png,no,not_applicable,,,detector_false_positive,school_notebooks_val_0282952,valid_but_short,val,short_text_no_line,п.,п.,match
binary_issue,school_notebooks_clean,0.27446546052631576,0.3898876404494382,0.9342105263157895,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0224629.png,no,not_applicable,binary issue,,none,school_notebooks_train_0224629,valid,train,line_high,ученика,ученика,match
binary_issue,school_notebooks_clean,0.27350427350427353,0.28466796875,0.8290598290598291,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0271129.png,no,not_applicable,binary issue,,none,school_notebooks_val_0271129,valid,val,line_medium,нанзи-,нанзи-,match
binary_issue,school_notebooks_clean,0.28357438016528924,0.7299635701275046,0.8677685950413223,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0169788.png,no,not_applicable,binary issue,,detector_false_positive,school_notebooks_train_0169788,unreadable,train,line_high,хорошо,хорошо,match
intersects_handwriting,school_notebooks_clean,0.1720266990291262,0.12874779541446207,0.8349514563106796,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0241339.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0241339,valid,train,short_text_line_candidate,на,на,match
binary_issue,school_notebooks_clean,0.4922385620915033,0.8103734439834025,0.9477124183006536,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0206972.png,no,not_applicable,binary issue,,none,school_notebooks_train_0206972,valid,train,foreground_heavy,педагог,педагог,match
detector_false_positive,school_notebooks_clean,0.1745105421686747,0.032362459546925564,0.3614457831325301,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0317270.png,no,not_applicable,,,detector_false_positive,school_notebooks_test_0317270,valid,test,line_low,пов.,пов.,match
binary_issue,school_notebooks_clean,0.2148876404494382,0.03022875816993464,0.4157303370786517,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0270719.png,no,not_applicable,binary issue,,none,school_notebooks_val_0270719,valid,val,short_text_no_line,гл,гл,match
binary_issue,school_notebooks_clean,0.3482620320855615,0.47576775431861806,0.8449197860962567,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0242361.png,no,not_applicable,binary issue,,none,school_notebooks_train_0242361,valid,train,line_high,юный,юный,match
binary_issue,school_notebooks_clean,0.5397135416666666,0.979794933655006,0.8541666666666666,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0269699.png,no,not_applicable,binary issue,,none,school_notebooks_val_0269699,valid,val,foreground_heavy,за,за,match
binary_issue,school_notebooks_clean,0.5428275602409639,0.7140627709380961,0.9397590361445783,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006656.png,no,not_applicable,binary issue,,none,school_notebooks_train_0006656,valid,train,foreground_heavy,стал,стал,match
intersects_handwriting,school_notebooks_clean,0.1064453125,0.05045871559633028,0.34375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0282174.png,no,improves,,,intersects_handwriting,school_notebooks_val_0282174,valid,val,line_low,без,без,match
intersects_handwriting,school_notebooks_clean,0.21839285714285714,0.15944399018806213,0.8114285714285714,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0280563.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_val_0280563,valid,val,short_text_line_candidate,от,от,match
present_not_intersecting,school_notebooks_clean,0.14007482394366197,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0299605.png,no,no_effect,,,present_not_intersecting,school_notebooks_test_0299605,valid,test,line_none,зяблики.,зяблики.,match
binary_issue,school_notebooks_clean,0.45622702205882354,0.7821707378494082,0.9117647058823529,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0239673.png,no,not_applicable,binary issue,,none,school_notebooks_train_0239673,valid,train,foreground_heavy,в.п,в.п,match
binary_issue,school_notebooks_clean,0.31609786184210525,0.576260162601626,0.8552631578947368,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0146577.png,no,not_applicable,binary issue,,none,school_notebooks_train_0146577,valid,train,line_high,ки.,ки.,match
binary_issue,school_notebooks_clean,0.27848451327433627,0.8063555114200596,0.911504424778761,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178752.png,no,not_applicable,binary issue,,none,school_notebooks_train_0178752,valid,train,line_high,работа,работа,match
binary_issue,school_notebooks_clean,0.5273987676056338,0.9559774671395785,0.9295774647887324,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027525.png,no,not_applicable,binary issue,,none,school_notebooks_train_0027525,valid,train,foreground_heavy,которые,которые,match
