area,aspect_ratio,bbox_json,border_fg_ratio,category,component_count,contrast_range,dhash,exact_hash,fg_fraction,gray_p05,gray_p95,gray_std,height,horizontal_line_fraction,horizontal_line_rows,horizontal_line_width_fraction,image_path,level,line_id,max_row_occupancy,page_id,page_key,pixels_per_char,sample_id,split,suspicion_reasons,suspicion_score,suspicious,text,text_len,threshold_used,touches_bottom,touches_left,touches_right,touches_top,touching_sides,width,width_per_char,calibration_stratum
9152,2.234375,,0.0,pupil_text,3,213.0,109f0b17072d0382,9da799090dd55e117dd7b9d6cb760e84335a9931,0.41149475524475526,42.0,255.0,82.91534958346342,64,0.7156133828996283,28,0.8881118881118881,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0277481.png,word,,0.8671328671328671,,,4576.0,school_notebooks_val_0277481,val,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мы,2,120,0,0,0,0,0,143,71.5,foreground_heavy
6400,1.5625,,0.0,pupil_comment,1,220.0,003f2f2d290f3f00,7826403fbeaca51cae5b1f0b2e02249a76b3dfff,0.4184375,35.0,255.0,89.01389825632897,64,0.9753547423450336,37,0.79,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222481.png,word,,0.76,,,3200.0,school_notebooks_train_0222481,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,100,50.0,foreground_heavy
17408,4.25,,0.0,pupil_text,3,186.0,405e375125193f20,4a414a2ae1f47268caa3f61e99048683ae93ee79,0.17497702205882354,68.0,254.0,61.24768705769647,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0316958.png,word,,0.5330882352941176,,,2486.8571428571427,school_notebooks_test_0316958,test,,0,0,кажется,7,145,0,0,0,0,0,272,38.857142857142854,line_none
9792,2.390625,,0.0,pupil_text,2,191.0,8301133766cd4a50,ebb6025c49d416d01e5d949a60411db2ca9c32d3,0.12265114379084967,63.0,254.0,60.72332754492475,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0288609.png,word,,0.43790849673202614,,,3264.0,school_notebooks_val_0288609,val,,0,0,эту,3,145,0,0,0,0,0,153,51.0,line_none
12928,3.15625,,0.0,pupil_text,2,149.0,716c2d21119014b4,2a600ae6b191dd5f7f4b541ede37cfb7f3082334,0.13474628712871287,106.0,255.0,56.512220242709276,64,0.11308840413318025,2,0.599009900990099,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0113045.png,word,,0.7574257425742574,,,2154.6666666666665,school_notebooks_train_0113045,train,long_horizontal_structure,2,1,редкая,6,145,0,0,0,0,0,202,33.666666666666664,line_low
7680,1.875,,0.0,pupil_comment,3,189.0,303f391963170645,ba9b0f88f5e683397b0dc4241542e1b6e82d7775,0.14947916666666666,66.0,255.0,63.16648926132104,64,0.08536585365853659,2,0.575,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0155095.png,word,,0.6166666666666667,,,2560.0,school_notebooks_train_0155095,train,,0,0,м.р,3,145,0,0,0,0,0,120,40.0,line_low
6528,1.59375,,0.0,pupil_text,1,186.0,0203152f4f4b0f0c,91620d8601e1a989680615412f73aa0d99fb113b,0.1879595588235294,69.0,255.0,64.18289432142343,64,0.13691931540342298,3,0.7058823529411765,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0273125.png,word,,0.7156862745098039,,,3264.0,school_notebooks_val_0273125,val,very_short_text;probable_horizontal_ruling,4,1,ты,2,145,0,0,0,0,0,102,51.0,short_text_line_candidate
9728,2.375,,0.0,pupil_text,8,208.0,7e7f194161505050,8bd1720753461747fdafeaa929a1dad581ec6636,0.27446546052631576,46.0,254.0,73.96508604294081,64,0.3898876404494382,8,0.9342105263157895,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0224629.png,word,,0.9342105263157895,,,1389.7142857142858,school_notebooks_train_0224629,train,probable_horizontal_ruling,3,1,ученика,7,145,0,0,0,0,0,152,21.714285714285715,line_high
8896,2.171875,,0.0,pupil_text,3,185.0,83032327172b1f10,4103225051758d9ff77e14b8d189df21df092b2e,0.15343974820143885,69.0,254.0,60.0159183387473,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0185851.png,word,,0.460431654676259,,,4448.0,school_notebooks_train_0185851,train,very_short_text,1,0,он,2,145,0,0,0,0,0,139,69.5,short_text_no_line
13184,3.21875,,0.0,pupil_text,5,178.0,707f33372b090101,d1e077662e4d8982e1b6d61fe846ae853cbb3b91,0.09921116504854369,76.0,254.0,56.0152169360645,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0294291.png,word,,0.44660194174757284,,,2636.8,school_notebooks_val_0294291,val,,0,0,силы.,5,145,0,0,0,0,0,206,41.2,line_none
11200,2.734375,,0.0,pupil_text,2,195.0,4874785e57650d5c,94f48291930a3aaac7a5f20d22a76d975e7e2ae4,0.14375,60.0,255.0,62.78802031129003,64,0.19130434782608696,3,0.9028571428571428,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0261229.png,word,,0.8857142857142857,,,1866.6666666666667,school_notebooks_train_0261229,train,probable_horizontal_ruling,3,1,работа,6,145,0,0,0,0,0,175,29.166666666666668,line_medium
11904,2.90625,,0.0,pupil_text,1,192.0,1a0c3f3737634704,ff64eb565a3f4dea77f80e14b822044576d6aacf,0.11676747311827956,63.0,255.0,59.895061504164175,64,0.1410071942446043,2,0.6344086021505376,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0188725.png,word,,0.6344086021505376,,,5952.0,school_notebooks_train_0188725,train,very_short_text;probable_horizontal_ruling,4,1,та,2,145,0,0,0,0,0,186,93.0,short_text_line_candidate
5120,1.25,,0.0,pupil_text,1,163.04999999999998,42870b1f1f1e1d12,f177123532ce9d39124cc3bb5a04d7701abcafba,0.108984375,90.95000000000002,254.0,53.31283976939648,64,0.3064516129032258,5,0.6875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0137953.png,word,,0.475,,,2560.0,school_notebooks_train_0137953,train,very_short_text;probable_horizontal_ruling,4,1,ii,2,145,0,0,0,0,0,80,40.0,short_text_line_candidate
12928,3.15625,,0.0,pupil_text,2,205.0,44050f4d13357734,0f89c786ffdf067e7f03e98855dd7dc3afec7b11,0.4031559405940594,50.0,255.0,80.85682932980309,64,0.5855717574827322,25,0.905940594059406,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0277484.png,word,,0.8811881188118812,,,2585.6,school_notebooks_val_0277484,val,foreground_heavy;probable_horizontal_ruling,6,1,хотел,5,120,0,0,0,0,0,202,40.4,foreground_heavy
8384,2.046875,,0.0,pupil_comment,3,174.0,301f1f1b33336620,28c7d60e8776f1f119efecb8c2d17e67798b77c6,0.15899332061068702,81.0,255.0,59.797559346236646,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0232968.png,word,,0.4961832061068702,,,2096.0,school_notebooks_train_0232968,train,,0,0,сущ.,4,145,0,0,0,0,0,131,32.75,line_none
11008,2.6875,,0.0,pupil_text,1,200.0,0d13374b435d7fc0,44f72c991ad0dfdeca2cb8c28c034735e78b78a5,0.5681322674418605,55.0,255.0,76.54424859419555,64,0.6362328110009594,35,0.9127906976744186,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0019370.png,word,,0.9011627906976745,,,1834.6666666666667,school_notebooks_train_0019370,train,foreground_heavy;probable_horizontal_ruling,6,1,class.,6,120,0,0,0,0,0,172,28.666666666666668,foreground_heavy
11136,2.71875,,0.0,pupil_text,4,182.0,30396165135bfcc0,58935189c0ec9cb637572b1c7ad47fa965d3505c,0.25170617816091956,73.0,255.0,64.98396144096814,64,0.06778451658936853,2,0.6091954022988506,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0273145.png,word,,0.7011494252873564,,,1237.3333333333333,school_notebooks_val_0273145,val,long_horizontal_structure,2,1,ненастной,9,145,0,0,0,0,0,174,19.333333333333332,line_low
4096,1.0,,0.0,pupil_text,1,171.25,460f1b27270b1e16,670609c447ba5557f755db312e9f4c57318aef30,0.091796875,83.75,255.0,54.41672206932313,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0312806.png,word,,0.3125,,,2048.0,school_notebooks_test_0312806,test,very_short_text,1,0,од,2,145,0,0,0,0,0,64,32.0,short_text_no_line
5184,1.265625,,0.0,pupil_text,4,170.0,181e3333133b3821,042bef86d1e423766f7b568fba19ccad26020c07,0.1869212962962963,85.0,255.0,64.08274465808583,64,0.17131062951496387,4,0.6172839506172839,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0063955.png,word,,0.6049382716049383,,,2592.0,school_notebooks_train_0063955,train,very_short_text;probable_horizontal_ruling,4,1,за,2,145,0,0,0,0,0,81,40.5,short_text_line_candidate
6208,1.515625,,0.0,pupil_text,1,211.0,013e2f3b2b476700,c2fe6351bad88c8e852dcbd086cce3a3e45ef3f2,0.49210695876288657,44.0,255.0,87.78601960375386,64,0.9816693944353518,42,0.8144329896907216,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0103883.png,word,,0.8144329896907216,,,3104.0,school_notebooks_train_0103883,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ни,2,120,0,0,0,0,0,97,48.5,foreground_heavy
8576,2.09375,,0.0,pupil_text,1,200.0,2821383f71594d61,7431c3be4269524bba9aae1e39b559429aaea58a,0.20848880597014927,55.0,255.0,76.04113625461656,64,0.23378076062639822,4,0.917910447761194,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0040302.png,word,,0.9104477611940298,,,2144.0,school_notebooks_train_0040302,train,probable_horizontal_ruling,3,1,вьют,4,120,0,0,0,0,0,134,33.5,line_medium
8704,2.125,,0.0,pupil_text,1,215.0,460b1b25394dffc0,6b8c43815154cad02c063613b4346b61fbdffbca,0.5063189338235294,40.0,255.0,90.99789179326744,64,0.9387338325391422,42,0.9264705882352942,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0011503.png,word,,0.8823529411764706,,,1450.6666666666667,school_notebooks_train_0011503,train,foreground_heavy;probable_horizontal_ruling,6,1,работа,6,120,0,0,0,0,0,136,22.666666666666668,foreground_heavy
9280,2.265625,,0.0,pupil_text,1,206.0,382b6b5b07014106,e11a1381a4cd11233064918cfd4ce9005ff8c69c,0.32607758620689653,49.0,255.0,80.43250047742956,64,0.35525446133509586,13,0.8896551724137931,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0208109.png,word,,0.8689655172413793,,,2320.0,school_notebooks_train_0208109,train,probable_horizontal_ruling,3,1,"том,",4,120,0,0,0,0,0,145,36.25,line_high
8192,2.0,,0.0,pupil_text,1,216.0,5903035759470425,653e7c73529410087a1f254c15f67b2bda71175a,0.4171142578125,39.0,255.0,85.83560653592164,64,0.8112379280070237,26,0.9296875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0147645.png,word,,0.9296875,,,1365.3333333333333,school_notebooks_train_0147645,train,foreground_heavy;probable_horizontal_ruling,6,1,людей.,6,120,0,0,0,0,0,128,21.333333333333332,foreground_heavy
8064,1.96875,,0.0,pupil_text,4,217.0,2063535b113131b9,cec667bff527cbace1290e3a23668936c20db13b,0.21961805555555555,37.0,254.0,69.53265642984927,64,0.02766798418972332,1,0.3888888888888889,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0316345.png,phrase,,0.6507936507936508,,,1344.0,school_notebooks_test_0316345,test,long_horizontal_structure,2,1,ед ч.),6,145,0,0,0,0,0,126,21.0,line_low
13504,3.296875,,0.0,pupil_text,1,184.0,47436367474f6061,ed99245be80deae97d66048a218c1fbc72d82833,0.15321386255924171,71.0,255.0,61.744946673621506,64,0.04059932334461092,1,0.3981042654028436,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0075627.png,word,,0.6492890995260664,,,1929.142857142857,school_notebooks_train_0075627,train,,0,0,вершка.,7,145,0,0,0,0,0,211,30.142857142857142,line_low
4480,1.09375,,0.0,pupil_text,1,182.04999999999998,303415303f193905,e9eaa964c6188ebe7b2588cd8f1be7d939d7fd41,0.1453125,71.95000000000002,254.0,61.47839420764571,64,0.1781874039938556,2,0.8285714285714286,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0314144.png,word,,0.8285714285714286,,,1493.3333333333333,school_notebooks_test_0314144,test,probable_horizontal_ruling,3,1,это,3,145,0,0,0,0,0,70,23.333333333333332,line_medium
19840,4.84375,,0.0,pupil_text,1,206.0,084f6f1b1b011110,027e2e9c8ce02d3c644df3415adc7ad51bc6f52f,0.5364415322580646,49.0,255.0,83.07579165116235,64,0.9103636192802781,39,0.9741935483870968,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0011654.png,word,,0.9741935483870968,,,1417.142857142857,school_notebooks_train_0011654,train,foreground_heavy;probable_horizontal_ruling,6,1,географические,14,120,0,0,0,0,0,310,22.142857142857142,foreground_heavy
9728,2.375,,0.0,pupil_text,1,187.0,59181b4d25278c2d,38b51f7652b5bfd139752a14dc54ab1a571b722f,0.33295641447368424,67.0,254.0,69.15843609895406,64,0.5128125964803952,18,0.9342105263157895,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0013361.png,word,,0.9342105263157895,,,1389.7142857142858,school_notebooks_train_0013361,train,probable_horizontal_ruling,3,1,шиворот,7,145,0,0,0,0,0,152,21.714285714285715,line_high
7552,1.84375,,0.0,pupil_text,8,210.0,703f214d457b0303,e9eedc18e76721bbd58dca32eeba894403ea5d62,0.18683792372881355,45.0,255.0,76.09398099371232,64,0.37278525868178597,7,0.8050847457627118,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222448.png,word,,0.8050847457627118,,,2517.3333333333335,school_notebooks_train_0222448,train,probable_horizontal_ruling,3,1,[-],3,120,0,0,0,0,0,118,39.333333333333336,line_high
7360,1.796875,,0.0,pupil_text,1,223.0,007f6357274b4f00,0864d28136434fbd5b04741db9f3fbee4ca591f2,0.13940217391304346,32.0,255.0,67.42796543135289,64,0.13352826510721247,2,0.6782608695652174,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0314906.png,word,,0.7565217391304347,,,3680.0,school_notebooks_test_0314906,test,very_short_text;probable_horizontal_ruling,4,1,на,2,145,0,0,0,0,0,115,57.5,short_text_line_candidate
6656,1.625,,0.0,pupil_text,8,203.0,381a1819251b4b7f,fe49d2daf0ee316684004f72173de72be2e8b2bc,0.15925480769230768,51.0,254.0,65.60609544332245,64,0.1169811320754717,2,0.7980769230769231,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0109830.png,word,,0.7980769230769231,,,2218.6666666666665,school_notebooks_train_0109830,train,long_horizontal_structure,2,1,так,3,145,0,0,0,0,0,104,34.666666666666664,line_low
13248,3.234375,,0.0,pupil_text,5,153.0,003e332d49434b00,7f2b4761afcf203bda75de3c9e11f53d3968c8a0,0.09141002415458938,102.0,255.0,48.16821395854756,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0203677.png,word,,0.2608695652173913,,,4416.0,school_notebooks_train_0203677,train,,0,0,тые,3,145,0,0,0,0,0,207,69.0,line_none
15360,3.75,,0.0,pupil_text,4,147.0,9022383909514b23,8d99db1e4dd42c117d85ebc73996e0433289a04b,0.09772135416666666,107.0,254.0,49.737411525277246,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0051329.png,word,,0.38333333333333336,,,1920.0,school_notebooks_train_0051329,train,,0,0,домашняя,8,145,0,0,0,0,0,240,30.0,line_none
5888,1.4375,,0.0,pupil_text,1,167.0,7c7f756160685050,b36d0a116f828e6c830a5ea7185b302d6fe44f46,0.34816576086956524,88.0,255.0,66.59469394536785,64,0.5795121951219512,20,0.8913043478260869,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0312235.png,word,,0.8913043478260869,,,981.3333333333334,school_notebooks_test_0312235,test,probable_horizontal_ruling,3,1,дожили,6,145,0,0,0,0,0,92,15.333333333333334,line_high
6528,1.59375,,0.0,pupil_text,2,177.0,4301092b031f6903,2082b176f560c6ac1757b5fd714acb6de39673d9,0.3322610294117647,78.0,255.0,63.32241181368925,64,0.5592438911940987,19,0.9019607843137255,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0271708.png,word,,0.8823529411764706,,,1305.6,school_notebooks_val_0271708,val,probable_horizontal_ruling,3,1,слов.,5,145,0,0,0,0,0,102,20.4,line_high
9856,2.40625,,0.0,pupil_text,1,198.0,3e031b57171f1033,9af2d68ec169e80e3b911bd9afc1d33f458c8fea,0.2205762987012987,57.0,255.0,70.00532941107134,64,0.19917203311867526,4,0.8181818181818182,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0132174.png,word,,0.7792207792207793,,,1971.2,school_notebooks_train_0132174,train,probable_horizontal_ruling,3,1,парн.,5,145,0,0,0,0,0,154,30.8,line_medium
11456,2.796875,,0.0,pupil_text,1,244.0,0e17070b0f677d70,fa48f40f75dd65befa3a42c78d21f90406cf67aa,0.21831354748603352,11.0,255.0,80.50409535501083,64,0.1911235505797681,5,0.9273743016759777,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0227554.png,word,,0.7988826815642458,,,2291.2,school_notebooks_train_0227554,train,probable_horizontal_ruling,3,1,леса.,5,120,0,0,0,0,0,179,35.8,line_medium
8128,1.984375,,0.0,pupil_text,2,198.0,2b2b032f555bd0d0,2773d1c185a7a5da767effbf7cf8efe40f4383fa,0.12918307086614172,56.0,254.0,60.68483098569819,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0276337.png,word,,0.3228346456692913,,,1625.6,school_notebooks_val_0276337,val,,0,0,знает,5,145,0,0,0,0,0,127,25.4,line_none
7040,1.71875,,0.0,pupil_text,5,184.0,003c27274b0f3f00,6e189dbdae6ec7736c2d4bcd04634d25a5a17b2f,0.1421875,71.0,255.0,60.99460689646043,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0005513.png,word,,0.5636363636363636,,,3520.0,school_notebooks_train_0005513,train,very_short_text,1,0,на,2,145,0,0,0,0,0,110,55.0,short_text_no_line
5824,1.421875,,0.0,pupil_text,1,196.0,081e9d13574d4d40,ea14ff6c6b6b7cb91ac55481e19c31efb6814d01,0.20810439560439561,59.0,255.0,69.9662872437941,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0050821.png,word,,0.6263736263736264,,,2912.0,school_notebooks_train_0050821,train,very_short_text,1,0,мы,2,145,0,0,0,0,0,91,45.5,short_text_no_line
4096,1.0,,0.0,pupil_text,4,181.0,060b9b2b1e563270,587580c981e86b276fceaa076e6f521950e4454c,0.100830078125,74.0,255.0,56.64613460236414,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0211091.png,word,,0.328125,,,2048.0,school_notebooks_train_0211091,train,very_short_text,1,0,р.,2,145,0,0,0,0,0,64,32.0,short_text_no_line
15680,3.828125,,0.0,pupil_text,10,164.0,2c2c2d5917052405,82dced5fd49d8c2a87f6ea9ed35ffa4eb43796d2,0.10401785714285715,91.0,255.0,55.288929664410816,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0302268.png,word,,0.42448979591836733,,,1960.0,school_notebooks_test_0302268,test,,0,0,свободно,8,145,0,0,0,0,0,245,30.625,line_none
4864,1.1875,,0.0,pupil_text,1,205.0,0f1b2b0f491f3e21,4088a74a17c58b4db51ae79a5e069b4dce268e37,0.4239309210526316,49.0,254.0,78.2526379168876,64,0.5213385063045587,21,0.868421052631579,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0273136.png,word,,0.8552631578947368,,,1621.3333333333333,school_notebooks_val_0273136,val,foreground_heavy;probable_horizontal_ruling,6,1,луч,3,120,0,0,0,0,0,76,25.333333333333332,foreground_heavy
6656,1.625,,0.0,pupil_text,3,148.25,41383f373b03650b,44d33f15564f503dd75f53b5042e39484367b8ef,0.0948016826923077,106.75,255.0,53.27209412417168,64,0.2836767036450079,2,0.8653846153846154,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0295185.png,word,,0.8653846153846154,,,3328.0,school_notebooks_val_0295185,val,very_short_text;probable_horizontal_ruling,4,1,на,2,145,0,0,0,0,0,104,52.0,short_text_line_candidate
4096,1.0,,0.0,pupil_text,2,132.25,189a1d5e1e2f5302,aca8b2f179eeb4bbdf1f984d57cb3b5ff64419ae,0.05908203125,122.75,255.0,44.498546195526174,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0235615.png,word,,0.1875,,,2048.0,school_notebooks_train_0235615,train,very_short_text,1,0,"я,",2,145,0,0,0,0,0,64,32.0,short_text_no_line
6976,1.703125,,0.0,pupil_comment,2,153.0,520d56533b130742,b358d7f4394a8ed1d26d7de65d84d617590ba60e,0.13044724770642202,102.0,255.0,54.40679257737656,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0174137.png,word,,0.44954128440366975,,,1744.0,school_notebooks_train_0174137,train,,0,0,обст,4,145,0,0,0,0,0,109,27.25,line_none
8448,2.0625,,0.0,pupil_comment,1,205.0,0163335f674f0100,298be79101eba2be9c29bc8e4605f3e59b73a642,0.4698153409090909,50.0,255.0,83.57392177174599,64,0.491307634164777,24,0.8560606060606061,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0123135.png,word,,0.8560606060606061,,,2112.0,school_notebooks_train_0123135,train,foreground_heavy;probable_horizontal_ruling,6,1,сов.,4,120,0,0,0,0,0,132,33.0,foreground_heavy
5312,1.296875,,0.0,pupil_comment,3,178.0,620303474f170f04,c5330212293934286adecff95a67972b9c4fabe3,0.1745105421686747,77.0,255.0,64.02816860875349,64,0.032362459546925564,1,0.3614457831325301,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0317270.png,word,,0.6265060240963856,,,1328.0,school_notebooks_test_0317270,test,,0,0,пов.,4,145,0,0,0,0,0,83,20.75,line_low
15424,3.765625,,0.0,pupil_text,2,158.0,81012d495b692523,055ebe4016841aa566498d1e29400cf70d46a21f,0.11780342323651452,96.0,254.0,49.93097338541574,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0293124.png,word,,0.36929460580912865,,,2570.6666666666665,school_notebooks_val_0293124,val,,0,0,многие,6,145,0,0,0,0,0,241,40.166666666666664,line_none
6016,1.46875,,0.0,pupil_text,2,168.0,382d5d1e1b232f38,95b164d558f210126d0f85cd072f7edc84669a93,0.10222739361702128,87.0,255.0,55.64429707930878,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0316985.png,word,,0.32978723404255317,,,3008.0,school_notebooks_test_0316985,test,very_short_text,1,0,на,2,145,0,0,0,0,0,94,47.0,short_text_no_line
4288,1.046875,,0.0,pupil_comment,2,101.29999999999995,802c1c1e16930340,e3c18d17d3c496b11335b03b3cfcc598ae06a51b,0.04547574626865672,152.70000000000005,254.0,40.5420188088949,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0130362.png,word,,0.2537313432835821,,,2144.0,school_notebooks_train_0130362,train,very_short_text,1,0,ч.,2,145,0,0,0,0,0,67,33.5,short_text_no_line
11200,2.734375,,0.0,pupil_text,6,146.0,01032b3b4d4f7e80,c5fb615abc8402a00762033e3a8cb8849aa3000f,0.105,109.0,255.0,51.2727626251308,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0082173.png,word,,0.32571428571428573,,,3733.3333333333335,school_notebooks_train_0082173,train,,0,0,том,3,145,0,0,0,0,0,175,58.333333333333336,line_none
8896,2.171875,,0.0,pupil_text,2,159.0,08495d4d2e08080a,5bbdebd6ba26edc35ef7844c7e2b68ac5e7970ac,0.10903776978417266,96.0,255.0,56.24644277457857,64,0.18453608247422681,2,0.9136690647482014,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0291573.png,word,,0.9136690647482014,,,988.4444444444445,school_notebooks_val_0291573,val,probable_horizontal_ruling,3,1,"любуешся,",9,145,0,0,0,0,0,139,15.444444444444445,line_medium
5568,1.359375,,0.0,pupil_text,1,171.0,403f36133b0b0300,fe98292eced86cc9984cf263d7f0269414cab7e4,0.10093390804597702,84.0,255.0,58.52838034384684,64,0.22419928825622776,2,0.7241379310344828,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0139300.png,word,,0.7241379310344828,,,2784.0,school_notebooks_train_0139300,train,very_short_text;probable_horizontal_ruling,4,1,"я,",2,145,0,0,0,0,0,87,43.5,short_text_line_candidate
10688,2.609375,,0.0,pupil_text,4,201.0,9e1f3f77474d4969,137c6d89ff68218f61c05cf4dde0525865f6ea49,0.5326534431137725,53.0,254.0,76.22730759576552,64,0.45090461970841383,25,0.9341317365269461,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0011377.png,word,,0.9221556886227545,,,1526.857142857143,school_notebooks_train_0011377,train,foreground_heavy;probable_horizontal_ruling,6,1,"друзья,",7,120,0,0,0,0,0,167,23.857142857142858,foreground_heavy
