area,aspect_ratio,bbox_json,border_fg_ratio,category,component_count,contrast_range,dhash,exact_hash,fg_fraction,gray_p05,gray_p95,gray_std,height,horizontal_line_fraction,horizontal_line_rows,horizontal_line_width_fraction,image_path,level,line_id,max_row_occupancy,page_id,page_key,pixels_per_char,sample_id,split,suspicion_reasons,suspicion_score,suspicious,text,text_len,threshold_used,touches_bottom,touches_left,touches_right,touches_top,touching_sides,width,width_per_char
5184,1.265625,,0.0,pupil_comment,1,202.0,1193070f27273f60,a0e45fd4c8aac53eb740f29c83b6148dc1ecb3b4,0.4731867283950617,53.0,255.0,86.3754897115385,64,0.9518956379942927,45,0.8148148148148148,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0081448.png,word,,0.6790123456790124,,,2592.0,school_notebooks_train_0081448,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,н.,2,120,0,0,0,0,0,81,40.5
5760,1.40625,,0.0,pupil_text,1,240.0,981e1f17136b0101,77f612bdd7d0119f7febf0d0696f1079a70a42cb,0.5876736111111112,15.0,255.0,89.03870464015587,64,0.9518463810930576,47,0.9111111111111111,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0166578.png,word,,0.8888888888888888,,,2880.0,school_notebooks_train_0166578,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мы,2,120,0,0,0,0,0,90,45.0
6272,1.53125,,0.0,pupil_text,1,198.0,4003031737230b55,24d307c7f70d4b2d508301754e5dc3d32581f480,0.4633290816326531,57.0,255.0,82.58695172647975,64,0.9504473503097041,40,0.8163265306122449,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0086617.png,word,,0.8163265306122449,,,3136.0,school_notebooks_train_0086617,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,по,2,120,0,0,0,0,0,98,49.0
4096,1.0,,0.0,pupil_text,1,192.0,194d462e4d4d1e3a,fc545ec56a6a26a0bc35ed7abf2f7007a93e4dcf,0.422607421875,63.0,255.0,79.60837915488362,64,0.9503177354130561,49,0.609375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0177004.png,word,,0.609375,,,2048.0,school_notebooks_train_0177004,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,",а",2,120,0,0,0,0,0,64,32.0
4864,1.1875,,0.0,pupil_comment,1,230.0,430117161f0f2333,41071016d4b515c0ff312db38eb1c58c317382c3,0.5450246710526315,25.0,255.0,92.1869856677776,64,0.950207468879668,48,0.8421052631578947,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0043709.png,word,,0.8289473684210527,,,2432.0,school_notebooks_train_0043709,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,||,2,120,0,0,0,0,0,76,38.0
5888,1.4375,,0.0,pupil_comment,1,212.0,488f1d0b491f7843,d4da4609e4ffd677c5c70e20b8820696bb3347c3,0.4555027173913043,43.0,255.0,88.95849963013518,64,0.9496644295302014,41,0.8586956521739131,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0128374.png,word,,0.8586956521739131,,,2944.0,school_notebooks_train_0128374,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мн,2,120,0,0,0,0,0,92,46.0
5504,1.34375,,0.0,pupil_text,1,220.0,1c3f335337251387,d6300c52da214e845fd64ca9d9961a59e326faf2,0.5975654069767442,34.0,254.0,80.69113539307969,64,0.9495287321374278,50,0.8837209302325582,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0126480.png,word,,0.8837209302325582,,,2752.0,school_notebooks_train_0126480,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ге,2,120,0,0,0,0,0,86,43.0
6016,1.46875,,0.0,pupil_text,1,202.0,0007333b27230380,1c23f39d7e824ed1ed5422e7325b2e1dc31ff316,0.4820478723404255,52.0,254.0,85.82927259254019,64,0.9489655172413793,41,0.8085106382978723,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0169836.png,word,,0.8085106382978723,,,3008.0,school_notebooks_train_0169836,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,то,2,120,0,0,0,0,0,94,47.0
4288,1.046875,,0.0,pupil_comment,1,219.0,403e1f0b131b3f20,3a9fc290f0024f66eca6bbbba8b153863a497a45,0.40625,36.0,255.0,93.15398805894226,64,0.9483352468427095,40,0.7761194029850746,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006753.png,word,,0.7164179104477612,,,2144.0,school_notebooks_train_0006753,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,67,33.5
6976,1.703125,,0.00593387962701328,teacher_comment,1,195.0,06073119391d1893,dea82f9999f79e90da80106b9ae15e8603f77015,0.5073107798165137,60.0,255.0,80.56119081750724,64,0.9482904775360271,42,0.9174311926605505,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0141756.png,word,,0.8990825688073395,,,3488.0,school_notebooks_train_0141756,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,о-,2,120,0,0,0,0,0,109,54.5
6336,1.546875,,0.0,pupil_comment,1,231.0,805b131309278718,176c3dcf49e106cbec996e0bfcdb7a36abb98924,0.47364267676767674,23.0,254.0,102.02644974616858,64,0.9480173275574808,38,0.8383838383838383,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0271537.png,word,,0.8282828282828283,,,3168.0,school_notebooks_val_0271537,val,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мр,2,120,0,0,0,0,0,99,49.5
5568,1.359375,,0.0,pupil_text,1,213.64999999999998,2183033333670703,5133bf641d060610f531bafa4c365af9ef27f056,0.47844827586206895,41.35000000000002,255.0,86.91838294795497,64,0.9478228228228228,43,0.8620689655172413,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027526.png,word,,0.7931034482758621,,,2784.0,school_notebooks_train_0027526,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,тв,2,120,0,0,0,0,0,87,43.5
4096,1.0,,0.0,teacher_comment,1,214.0,074b9b372f573322,275a16501c56484644e3f035d493b75748551e19,0.490966796875,41.0,255.0,88.42470142372333,64,0.9477871705619095,48,0.828125,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0224031.png,word,,0.75,,,2048.0,school_notebooks_train_0224031,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,4.,2,120,0,0,0,0,0,64,32.0
6272,1.53125,,0.0,pupil_comment,1,236.0,20010333273f7e01,7bb97cf4909e468252ad01cb2937862a27b91468,0.4091198979591837,19.0,255.0,105.00791548422572,64,0.9473889321901793,35,0.7959183673469388,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178227.png,word,,0.7959183673469388,,,3136.0,school_notebooks_train_0178227,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мн,2,120,0,0,0,0,0,98,49.0
4096,1.0,,0.0,pupil_text,1,199.0,3a3d1e1e37170682,a4425d864c123a32ae27a017665aaaa9148e8483,0.43017578125,56.0,255.0,86.94702591940029,64,0.9460839954597049,46,0.71875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0201048.png,word,,0.703125,,,2048.0,school_notebooks_train_0201048,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,2.,2,120,0,0,0,0,0,64,32.0
6016,1.46875,,0.0,pupil_comment,1,200.0,607f2f0d2f6b4b1b,05532521ef4aa3674caa65620bf74dc8285c55f7,0.5508643617021277,55.0,255.0,80.36799840644291,64,0.9459867229933615,45,0.8723404255319149,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0216711.png,word,,0.8297872340425532,,,3008.0,school_notebooks_train_0216711,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,94,47.0
6080,1.484375,,0.0,pupil_text,1,228.0,909e172957670706,efc49137efec46468c23128eae1f70a0100e83a3,0.5388157894736842,27.0,255.0,88.40323431984734,64,0.9459706959706959,44,0.8947368421052632,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0131304.png,word,,0.8526315789473684,,,3040.0,school_notebooks_train_0131304,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,то,2,120,0,0,0,0,0,95,47.5
4096,1.0,,0.0,pupil_comment,1,227.0,8003232f2f0f1f80,7e27cc608fdacddb7f30c279e1211df349202a0f,0.39990234375,28.0,255.0,97.78895329512505,64,0.9456654456654456,38,0.6875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0007085.png,word,,0.6875,,,2048.0,school_notebooks_train_0007085,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ч.,2,120,0,0,0,0,0,64,32.0
5568,1.359375,,0.0,pupil_text,1,208.0,42031b0f0f0e0d0d,50f38481563fa60e251b3fd50b65c2b9debe01ea,0.4360632183908046,46.0,254.0,88.44084944500516,64,0.9456342668863262,42,0.8505747126436781,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0269664.png,word,,0.7241379310344828,,,2784.0,school_notebooks_val_0269664,val,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,её,2,120,0,0,0,0,0,87,43.5
4096,1.0,,0.0,pupil_text,1,221.0,06061e1e6e4e3d32,6966b817e0ac7e3ba565f29b6984ae598f941dd6,0.4169921875,34.0,255.0,92.58738177155344,64,0.9455503512880562,44,0.671875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0208517.png,word,,0.65625,,,2048.0,school_notebooks_train_0208517,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,в.,2,120,0,0,0,0,0,64,32.0
6400,1.5625,,0.0,pupil_comment,1,221.0,019e9f0f2f2b0f80,3d0664a06d31560d9168cea5d2dfaec19fe3221f,0.39421875,34.0,255.0,88.17698136116802,64,0.9453032104637337,37,0.8,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222617.png,word,,0.78,,,3200.0,school_notebooks_train_0222617,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,100,50.0
5120,1.25,,0.0,pupil_text,1,216.0,2c4f0f1f16163d30,e7f5193781bae757de62845d6e6b5dc78f95b0c8,0.399609375,39.0,255.0,89.96669248729202,64,0.9452590420332356,42,0.8375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027519.png,word,,0.7,,,2560.0,school_notebooks_train_0027519,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,1),2,120,0,0,0,0,0,80,40.0
5760,1.40625,,0.0,pupil_comment,1,194.0,003e273337030340,35d94c70c6e3d7f49d951f5e8679bda4801ac299,0.3862847222222222,61.0,255.0,81.50289812217483,64,0.9451685393258427,36,0.8,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0282396.png,word,,0.7222222222222222,,,2880.0,school_notebooks_val_0282396,val,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,гл,2,120,0,0,0,0,0,90,45.0
5120,1.25,,0.0,pupil_text,1,201.0,313e2f29295f3e19,65bae89292594f762ee46586f1d03a30ba9268d7,0.4705078125,53.0,254.0,83.05823567761279,64,0.9447903694479037,43,0.875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0162998.png,word,,0.8,,,2560.0,school_notebooks_train_0162998,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,о-,2,120,0,0,0,0,0,80,40.0
6912,1.6875,,0.0,pupil_text,1,214.0,83784f2d2b170e8d,2c97d1e026e88458f630a9478e138280adb9eaa2,0.4402488425925926,40.0,254.0,85.63156427466075,64,0.94446270128163,39,0.8518518518518519,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0147986.png,word,,0.8425925925925926,,,3456.0,school_notebooks_train_0147986,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,108,54.0
5056,1.234375,,0.0,pupil_text,1,228.0,213c3f3373171306,216109069d59097031299599c0a1c7e7f50092a4,0.5057357594936709,27.0,255.0,93.26333359700811,64,0.9436840046929996,42,0.8481012658227848,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0236979.png,word,,0.8481012658227848,,,2528.0,school_notebooks_train_0236979,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,по,2,120,0,0,0,0,0,79,39.5
6656,1.625,,0.0,teacher_comment,1,201.0,3e2b1b1f2e3e6d0d,711a16a9be1a26e9e8fb0316ea003f34f0f00942,0.5061598557692307,54.0,255.0,81.31905775086446,64,0.9436034431582072,50,0.8942307692307693,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0084360.png,word,,0.7403846153846154,,,3328.0,school_notebooks_train_0084360,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,3б,2,120,0,0,0,0,0,104,52.0
4416,1.078125,,0.0,pupil_text,1,190.0,303f3f2f373f3c33,fb5af52bbf4239785401b1850d81ddb7c2295eb2,0.469429347826087,65.0,255.0,81.77220661154847,64,0.9430776652194887,43,0.8260869565217391,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0086694.png,word,,0.7971014492753623,,,2208.0,school_notebooks_train_0086694,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,за,2,120,0,0,0,0,0,69,34.5
4416,1.078125,,0.0,pupil_text,1,214.25,2141870323130f44,ca5fa34fa87e764d059f1a901f82d88a7eb51c2f,0.40851449275362317,40.75,255.0,89.63003141950145,64,0.9429046563192904,42,0.7971014492753623,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027510.png,word,,0.7391304347826086,,,2208.0,school_notebooks_train_0027510,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,3),2,120,0,0,0,0,0,69,34.5
6272,1.53125,,0.0,pupil_comment,1,217.0,009f1f2d2d2f7c81,d42b339f21ab15e01299ba56bd2757f50176af4b,0.39333545918367346,38.0,255.0,84.65022422413892,64,0.9424402107823268,36,0.7857142857142857,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222708.png,word,,0.7653061224489796,,,3136.0,school_notebooks_train_0222708,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,98,49.0
6400,1.5625,,0.0,pupil_text,1,220.0,2743890b13270303,8440e91298966aa81a4bad69c441ea261f3dba8d,0.49625,35.0,255.0,88.42801496604434,64,0.9420654911838791,44,0.89,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027491.png,word,,0.82,,,3200.0,school_notebooks_train_0027491,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мр,2,120,0,0,0,0,0,100,50.0
5696,1.390625,,0.0,pupil_comment,1,205.0,0101034b4b5b5326,8152856d475c3004541b2207f619677eaf486b72,0.5019311797752809,50.0,255.0,81.50512223826473,64,0.9408884225253585,44,0.8089887640449438,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0053770.png,word,,0.7865168539325843,,,2848.0,school_notebooks_train_0053770,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,.п,2,120,0,0,0,0,0,89,44.5
5184,1.265625,,0.0,pupil_comment,1,221.0,121d0f1613330141,50cae1609cb057e94666b37aa866f9c9abbb0da5,0.42978395061728397,34.0,255.0,95.64089881745595,64,0.940754039497307,44,0.8395061728395061,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0271534.png,word,,0.691358024691358,,,2592.0,school_notebooks_val_0271534,val,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,рп,2,120,0,0,0,0,0,81,40.5
4864,1.1875,,0.0,pupil_text,1,207.85,b01e0d2d0b3e1c38,01252e1f0cc915f594791958ca0f4ce6d073a985,0.45476973684210525,47.150000000000006,255.0,87.55687394309298,64,0.9403254972875226,42,0.8552631578947368,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027558.png,word,,0.8289473684210527,,,2432.0,school_notebooks_train_0027558,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,г-,2,120,0,0,0,0,0,76,38.0
4800,1.171875,,0.0,pupil_text,1,206.0,084f9f9f2f2f0702,c702befdf50c4d603f42e839470571d6557d2e06,0.404375,49.0,255.0,83.8209514713091,64,0.9397217928902627,41,0.7866666666666666,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0153868.png,word,,0.68,,,2400.0,school_notebooks_train_0153868,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,её,2,120,0,0,0,0,0,75,37.5
4928,1.203125,,0.0,teacher_comment,1,203.64999999999998,9d9e1b1b193d2f1f,9f63b758c52cbcf01a05fa3e2562458d55e441ee,0.5046672077922078,50.35000000000002,254.0,77.17246558703737,64,0.9388821873743466,50,0.8701298701298701,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027754.png,word,,0.7792207792207793,,,2464.0,school_notebooks_train_0027754,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,2.,2,120,0,0,0,0,0,77,38.5
5632,1.375,,0.0,pupil_text,1,202.0,003c675737274714,4c515b895c07c1dc4c0cbcae0fa63da813c9e171,0.48046875,53.0,255.0,83.87757492825487,64,0.9386548410938654,42,0.7954545454545454,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0086779.png,word,,0.8068181818181818,,,2816.0,school_notebooks_train_0086779,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,88,44.0
4160,1.015625,,0.0,pupil_text,1,212.0,11256343330b0d58,764c0e95353b9506639281934850f3a06bffa539,0.5019230769230769,43.0,255.0,83.79678242709873,64,0.9377394636015326,42,0.8153846153846154,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0240966.png,word,,0.7692307692307693,,,2080.0,school_notebooks_train_0240966,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ся,2,120,0,0,0,0,0,65,32.5
4224,1.03125,,0.0,pupil_text,1,232.0,81032b17354b7b3f,7b9fe65b183344b2523b60057aefc2502d46dd54,0.5532670454545454,22.0,254.0,87.18535071125424,64,0.9375267436884895,47,0.8181818181818182,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0227186.png,word,,0.803030303030303,,,2112.0,school_notebooks_train_0227186,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,66,33.0
4352,1.0625,,0.0,pupil_comment,1,222.0,800e3e3f3f1f3883,57e2c2fd008edff5d614f008757ae9796e9318cb,0.3694852941176471,32.0,254.0,92.43386600756537,64,0.9371890547263682,37,0.7205882352941176,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0065187.png,word,,0.7058823529411765,,,2176.0,school_notebooks_train_0065187,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ч.,2,120,0,0,0,0,0,68,34.0
4864,1.1875,,0.0,pupil_text,1,201.0,47961f2b132b2f3e,6ccf64157132e45e7f8807df9c33c6c817ac2fc7,0.5004111842105263,54.0,255.0,87.99157566904675,64,0.9367296631059984,48,0.868421052631579,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0045497.png,word,,0.8289473684210527,,,2432.0,school_notebooks_train_0045497,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,но,2,120,0,0,0,0,0,76,38.0
4096,1.0,,0.0,pupil_comment,1,209.25,429c3e1f1b1b9f00,8bd5b96ef90806c94761055332fb6b2524e490c3,0.358642578125,45.75,255.0,84.22591918410903,64,0.9360108917631041,38,0.734375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0064882.png,word,,0.640625,,,2048.0,school_notebooks_train_0064882,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ч.,2,120,0,0,0,0,0,64,32.0
4480,1.09375,,0.0,pupil_comment,1,205.04999999999998,802f2f2f2b0b8f40,ae3936f8827179fd6fc10718aaff90d39a5269b3,0.3982142857142857,48.95000000000002,254.0,81.1050279132196,64,0.9355381165919282,39,0.7142857142857143,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178911.png,word,,0.6714285714285714,,,2240.0,school_notebooks_train_0178911,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ср,2,120,0,0,0,0,0,70,35.0
5312,1.296875,,0.0,pupil_comment,1,191.0,a6393e370d273f60,cc8325bd72016326704b3b53e22c221176183370,0.42601656626506024,63.0,254.0,80.5408378604636,64,0.9354838709677419,37,0.8072289156626506,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0128377.png,word,,0.8072289156626506,,,2656.0,school_notebooks_train_0128377,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,.ч,2,120,0,0,0,0,0,83,41.5
7104,1.734375,,0.0,pupil_comment,1,205.0,32430b2b633f3c41,bcc6b4241addc1f5c1b47f8335a0324d73ecb332,0.41356981981981983,50.0,255.0,85.39409247819177,64,0.9353301565690946,38,0.8558558558558559,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006766.png,word,,0.8468468468468469,,,3552.0,school_notebooks_train_0006766,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,=и,2,120,0,0,0,0,0,111,55.5
5312,1.296875,,0.0,pupil_text,1,222.0,189f252b36360d0a,370301a41a62e35b903e26133fe602656ede3bb7,0.44051204819277107,33.0,255.0,92.02844118750195,64,0.935042735042735,44,0.891566265060241,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0162042.png,word,,0.6987951807228916,,,2656.0,school_notebooks_train_0162042,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,4.,2,120,0,0,0,0,0,83,41.5
4672,1.140625,,0.0,pupil_comment,1,217.0,103f2c2e13131f00,52d1d4bff1454b16dbaf440e095be189b6ba2347,0.3949058219178082,38.0,255.0,87.12217596900494,64,0.9338753387533876,42,0.7534246575342466,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0056694.png,word,,0.684931506849315,,,2336.0,school_notebooks_train_0056694,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,рп,2,120,0,0,0,0,0,73,36.5
4736,1.15625,,0.0,pupil_text,1,224.0,76794e1723272131,0f3b7acbd31213b6f585f5518dce678befcdb051,0.4860641891891892,31.0,255.0,90.35421509932208,64,0.9331016507384883,46,0.8648648648648649,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0147559.png,word,,0.7972972972972973,,,2368.0,school_notebooks_train_0147559,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,74,37.0
5120,1.25,,0.0,pupil_comment,1,216.04999999999998,081f27470f5d270e,1647409d2a9c823817e92fc7cc6fb85fd2cfe5d8,0.53828125,38.95000000000002,255.0,84.67872392739864,64,0.9328737300435413,44,0.825,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222109.png,word,,0.825,,,2560.0,school_notebooks_train_0222109,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,80,40.0
5440,1.328125,,0.0,pupil_text,1,212.0,4181111727671c0a,e5c1ce4b5a6cf9b8ad494a2cae9e1361b3090c34,0.4625,42.0,254.0,86.73944253027456,64,0.9328298887122417,39,0.8705882352941177,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027556.png,word,,0.8352941176470589,,,2720.0,school_notebooks_train_0027556,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,тв,2,120,0,0,0,0,0,85,42.5
6208,1.515625,,0.0,pupil_comment,1,226.0,403f2f39395f7e81,bf11c0bfe9b53eda1a18c8e2bd02c0155487e4bd,0.4582796391752577,29.0,255.0,87.5775637086553,64,0.9321616871704745,37,0.8247422680412371,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222707.png,word,,0.8144329896907216,,,3104.0,school_notebooks_train_0222707,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,97,48.5
4800,1.171875,,0.0,pupil_text,1,207.0,1e3f292f5b5b6736,7c80b9bad6f1713236062cc59804bfb9b6f5adbd,0.5475,48.0,255.0,82.36251607239814,64,0.9318873668188736,48,0.84,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0198507.png,word,,0.7733333333333333,,,2400.0,school_notebooks_train_0198507,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,(к,2,120,0,0,0,0,0,75,37.5
5440,1.328125,,0.0,pupil_text,1,214.0,a303216f57370f8c,1e29085b0f1e61e336bcebfd62548f69ab8d8572,0.5178308823529412,40.0,254.0,82.70263569570463,64,0.9318423855165069,44,0.8823529411764706,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0177657.png,word,,0.8705882352941177,,,2720.0,school_notebooks_train_0177657,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,об,2,120,0,0,0,0,0,85,42.5
4096,1.0,,0.0,pupil_text,1,200.0,3d2d0d0e66060e4c,a84f4ce9abcdbca212c8862674a22ed14b7472cf,0.400634765625,55.0,255.0,81.75131740405372,64,0.9317489335770871,46,0.640625,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178078.png,word,,0.625,,,2048.0,school_notebooks_train_0178078,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,лу,2,120,0,0,0,0,0,64,32.0
4096,1.0,,0.0,teacher_comment,1,213.25,3f25191b17660d0e,d56a90127837aa1b022486c34bff471e9b99d2a6,0.50341796875,41.75,255.0,82.7386949972876,64,0.9316197866149369,47,0.859375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0044947.png,word,,0.765625,,,2048.0,school_notebooks_train_0044947,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,5/,2,120,0,0,0,0,0,64,32.0
