sample_id,dataset,level,issue_type,severity,message,image_path,transcription,suggested_action
school_notebooks_train_0000420,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000420.png,ед.,manual_review
school_notebooks_train_0000421,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000421.png,скл.,manual_review
school_notebooks_train_0000422,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000422.png,ед.,manual_review
school_notebooks_train_0000423,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000423.png,"р.,",manual_review
school_notebooks_train_0000424,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000424.png,ср.,manual_review
school_notebooks_train_0000425,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000425.png,ед.,manual_review
school_notebooks_train_0000426,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000426.png,Тринадцатое,manual_review
school_notebooks_train_0000427,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000427.png,апреля.,manual_review
school_notebooks_train_0000428,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000428.png,работа.,manual_review
school_notebooks_train_0000429,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000429.png,Домашняя,manual_review
school_notebooks_train_0000430,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000430.png,Упражнение,manual_review
school_notebooks_train_0000431,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000431.png,530.,manual_review
school_notebooks_train_0000432,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000432.png,на,manual_review
school_notebooks_train_0000433,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000433.png,1).,manual_review
school_notebooks_train_0000434,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000434.png,Работать,manual_review
school_notebooks_train_0000435,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000435.png,в,manual_review
school_notebooks_train_0000435,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000435.png,в,manual_review
school_notebooks_train_0000436,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000436.png,больнице;,manual_review
school_notebooks_train_0000437,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000437.png,в,manual_review
school_notebooks_train_0000437,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000437.png,в,manual_review
school_notebooks_train_0000438,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000438.png,на,manual_review
school_notebooks_train_0000439,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000439.png,фабрике;,manual_review
school_notebooks_train_0000440,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000440.png,заводе;,manual_review
school_notebooks_train_0000441,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000441.png,работать,manual_review
school_notebooks_train_0000442,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000442.png,в,manual_review
school_notebooks_train_0000442,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000442.png,в,manual_review
school_notebooks_train_0000443,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000443.png,музее;,manual_review
school_notebooks_train_0000444,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000444.png,библиотеке;,manual_review
school_notebooks_train_0000445,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000445.png,4,manual_review
school_notebooks_train_0000445,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000445.png,4,manual_review
school_notebooks_train_0000446,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000446.png,б.;,manual_review
school_notebooks_train_0000447,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000447.png,3,manual_review
school_notebooks_train_0000447,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000447.png,3,manual_review
school_notebooks_train_0000448,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000448.png,зв.,manual_review
school_notebooks_train_0000449,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000449.png,[-].;,manual_review
school_notebooks_train_0000450,school_notebooks,phrase,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000450.png,[т'] -,manual_review
school_notebooks_train_0000451,school_notebooks,phrase,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000451.png,[ы] -,manual_review
school_notebooks_train_0000452,school_notebooks,phrase,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000452.png,[ж] -,manual_review
school_notebooks_train_0000453,school_notebooks,phrase,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000453.png,Жить -,manual_review
school_notebooks_train_0000454,school_notebooks,phrase,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000454.png,[жыт'] -,manual_review
school_notebooks_train_0000455,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000455.png,солнце.,manual_review
school_notebooks_train_0000456,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000456.png,х,manual_review
school_notebooks_train_0000456,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000456.png,х,manual_review
school_notebooks_train_0000457,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000457.png,х,manual_review
school_notebooks_train_0000457,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000457.png,х,manual_review
school_notebooks_train_0000458,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000458.png,В.,manual_review
school_notebooks_train_0000459,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000459.png,п.,manual_review
school_notebooks_train_0000460,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000460.png,В.,manual_review
school_notebooks_train_0000461,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000461.png,п.,manual_review
school_notebooks_train_0000462,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000462.png,х,manual_review
school_notebooks_train_0000462,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000462.png,х,manual_review
school_notebooks_train_0000463,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000463.png,В.,manual_review
school_notebooks_train_0000464,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000464.png,п.,manual_review
school_notebooks_train_0000465,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000465.png,В.,manual_review
school_notebooks_train_0000466,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000466.png,п.,manual_review
school_notebooks_train_0000467,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000467.png,х,manual_review
school_notebooks_train_0000467,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000467.png,х,manual_review
school_notebooks_train_0000468,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000468.png,В,manual_review
school_notebooks_train_0000468,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000468.png,В,manual_review
school_notebooks_train_0000469,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000469.png,п.,manual_review
school_notebooks_train_0000470,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000470.png,х,manual_review
school_notebooks_train_0000470,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000470.png,х,manual_review
school_notebooks_train_0000471,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000471.png,х,manual_review
school_notebooks_train_0000471,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000471.png,х,manual_review
school_notebooks_train_0000472,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000472.png,В.,manual_review
school_notebooks_train_0000473,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000473.png,п,manual_review
school_notebooks_train_0000473,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000473.png,п,manual_review
school_notebooks_train_0000474,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000474.png,х,manual_review
school_notebooks_train_0000474,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000474.png,х,manual_review
school_notebooks_train_0000475,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000475.png,1,manual_review
school_notebooks_train_0000475,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000475.png,1,manual_review
school_notebooks_train_0000476,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000476.png,слог.,manual_review
school_notebooks_train_0000477,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000477.png,"согл.,",manual_review
school_notebooks_train_0000478,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000478.png,родителями,manual_review
school_notebooks_train_0000479,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000479.png,"гласн.,",manual_review
school_notebooks_train_0000480,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000480.png,"согл.,",manual_review
school_notebooks_train_0000481,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000481.png,"глух.,",manual_review
school_notebooks_train_0000482,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000482.png,ударн.;,manual_review
school_notebooks_train_0000483,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000483.png,"звонк.,",manual_review
school_notebooks_train_0000484,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000484.png,твёрд.;,manual_review
school_notebooks_train_0000485,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000485.png,мягк.;,manual_review
school_notebooks_train_0000486,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000486.png,Четырнадцатое,manual_review
school_notebooks_train_0000487,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000487.png,апреля.,manual_review
school_notebooks_train_0000488,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000488.png,работа.,manual_review
school_notebooks_train_0000489,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000489.png,Домашняя,manual_review
school_notebooks_train_0000490,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000490.png,Упражнение,manual_review
school_notebooks_train_0000491,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000491.png,534.,manual_review
school_notebooks_train_0000492,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000492.png,1).,manual_review
school_notebooks_train_0000493,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000493.png,2).,manual_review
school_notebooks_train_0000494,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000494.png,3).,manual_review
school_notebooks_train_0000495,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000495.png,4).,manual_review
school_notebooks_train_0000496,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000496.png,5).,manual_review
school_notebooks_train_0000497,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000497.png,Мы,manual_review
school_notebooks_train_0000498,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000498.png,с,manual_review
school_notebooks_train_0000498,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000498.png,с,manual_review
school_notebooks_train_0000499,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000499.png,Д.п.,manual_review
school_notebooks_train_0000500,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000500.png,1-ескл,manual_review
school_notebooks_train_0000501,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000501.png,П.п.,manual_review
school_notebooks_train_0000502,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000502.png,2-ескл.,manual_review
school_notebooks_train_0000503,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000503.png,х,manual_review
school_notebooks_train_0000503,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000503.png,х,manual_review
school_notebooks_train_0000504,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000504.png,1-е,manual_review
school_notebooks_train_0000505,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000505.png,ч.,manual_review
school_notebooks_train_0000506,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000506.png,"м.р.,",manual_review
school_notebooks_train_0000507,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000507.png,ч.,manual_review
school_notebooks_train_0000508,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000508.png,ср.,manual_review
school_notebooks_train_0000509,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000509.png,"р.,",manual_review
school_notebooks_train_0000510,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000510.png,солнце.,manual_review
school_notebooks_train_0000511,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000511.png,небо;,manual_review
school_notebooks_train_0000512,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000512.png,небу;,manual_review
school_notebooks_train_0000513,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000513.png,о,manual_review
school_notebooks_train_0000513,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000513.png,о,manual_review
school_notebooks_train_0000514,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000514.png,кирпиче.,manual_review
school_notebooks_train_0000515,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000515.png,х,manual_review
school_notebooks_train_0000515,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000515.png,х,manual_review
school_notebooks_train_0000516,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000516.png,В.,manual_review
school_notebooks_train_0000517,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000517.png,п.,manual_review
school_notebooks_train_0000518,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000518.png,х,manual_review
school_notebooks_train_0000518,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000518.png,х,manual_review
school_notebooks_train_0000519,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000519.png,В.,manual_review
school_notebooks_train_0000520,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000520.png,п.,manual_review
school_notebooks_train_0000521,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000521.png,В.,manual_review
school_notebooks_train_0000522,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000522.png,п.,manual_review
school_notebooks_train_0000523,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000523.png,В.,manual_review
school_notebooks_train_0000524,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000524.png,п.,manual_review
school_notebooks_train_0000525,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000525.png,В.,manual_review
school_notebooks_train_0000526,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000526.png,п.,manual_review
school_notebooks_train_0000527,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000527.png,Д.,manual_review
school_notebooks_train_0000528,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000528.png,п.,manual_review
school_notebooks_train_0000529,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000529.png,Р.,manual_review
school_notebooks_train_0000530,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000530.png,п.,manual_review
school_notebooks_train_0000531,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000531.png,И.,manual_review
school_notebooks_train_0000532,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000532.png,кирпич.,manual_review
school_notebooks_train_0000533,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000533.png,Кирпич.,manual_review
school_notebooks_train_0000534,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000534.png,расположились,manual_review
school_notebooks_train_0000535,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000535.png,в,manual_review
school_notebooks_train_0000535,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000535.png,в,manual_review
school_notebooks_train_0000536,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000536.png,театр.,manual_review
school_notebooks_train_0000537,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000537.png,в,manual_review
school_notebooks_train_0000537,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000537.png,в,manual_review
school_notebooks_train_0000538,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000538.png,институт;,manual_review
school_notebooks_train_0000539,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000539.png,"магазин,",manual_review
school_notebooks_train_0000540,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000540.png,в,manual_review
school_notebooks_train_0000540,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000540.png,в,manual_review
school_notebooks_train_0000541,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000541.png,п.,manual_review
school_notebooks_train_0000542,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000542.png,П.,manual_review
school_notebooks_train_0000543,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000543.png,п.,manual_review
school_notebooks_train_0000544,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000544.png,Т.,manual_review
school_notebooks_train_0000545,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000545.png,п.,manual_review
school_notebooks_train_0000546,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000546.png,В.,manual_review
school_notebooks_train_0000547,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000547.png,п.,manual_review
school_notebooks_train_0000548,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000548.png,неодуш.,manual_review
school_notebooks_train_0000549,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000549.png,"неодуш.,",manual_review
school_notebooks_train_0000550,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000550.png,"неодуш.,",manual_review
school_notebooks_train_0000551,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000551.png,х,manual_review
school_notebooks_train_0000551,school_notebooks,word,single_character_or_mark,warning,single_character_or_mark,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000551.png,х,manual_review
school_notebooks_train_0000552,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000552.png,П.п.,manual_review
